32.704,204
34.648,222
36.709,241
38.892,261
41.204,282
43.654,305
46.25,329
49,354
51.914,381
55.001,409
58.271,439
61.736,471
65.408,505
69.297,541
73.417,579
77.783,619
82.408,662
87.309,707
92.5,755
98.001,806
103.83,859
110,916
116.54,977
123.47,1040
130.82,1108
138.59,1180
146.83,1256
155.57,1336
164.82,1422
174.62,1512
185,1608
196,1709
207.66,1817
220,1930
233.09,2051
246.95,2179
261.63,2314
